word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
umbrella,A2,LCMS_0729_0727_wordmeta,Noun,우산,a thing to keep you dry or safe from the sun,umbrellas,Home & Objects,W000000168,S000000001,
room,Pre A1,LCMS_0729_0727_wordmeta,Noun,"공간, 자리",space that you can use,rooms,Home & Objects,W000000171,S000000001,chamber
room,Pre A1,LCMS_0729_0727_wordmeta,Noun,방,a part of a house with walls,rooms,Home & Objects,W000000171,S000000002,chamber
room,Pre A1,LCMS_0729_0727_wordmeta,Verb,에서 생활하고 식사를 한다.,live and take one's meals at or in,"room,rooms,roomed",Actions & Verbs,W000000171,S000000003,board
better,A1,LCMS_0729_0727_wordmeta,Verb,더 좋게 만들다,to make something better,"bettered,betters,bettering",Actions & Verbs,W000000172,S000000001,"improve,surpass,exceed"
better,A1,LCMS_0729_0727_wordmeta,Adverb,"더 잘, 더 낫게",in a better way,"bettered,betters,bettering",Abstract Concepts,W000000172,S000000002,"improve,surpass,exceed"
better,A1,LCMS_0729_0727_wordmeta,Adjective,"더 좋은, 더 나은",more good,"bettered,betters,bettering",Abstract Concepts,W000000172,S000000003,"improve,surpass,exceed"
permit,B1,LCMS_0729_0727_wordmeta,Noun,"허가증, 면허증",an official paper that lets you do something,"permitted,permits,permitting",Society & Community,W000000176,S000000001,"allow,authorize,grant,approve"
permit,B1,LCMS_0729_0727_wordmeta,Verb,"허락하다, 허용하다",to let someone do something,"permitted,permits,permitting",Actions & Verbs,W000000176,S000000002,"allow,authorize,grant,approve"
cancer,B2,LCMS_0729_0727_wordmeta,Noun,암,a very bad sickness where cells grow too much,cancers,Health & Body,W000000177,S000000001,malignancy
suitable,B1,LCMS_0729_0727_wordmeta,Adjective,알맞은,right or good for something or someone,"more suitable,most suitable",Abstract Concepts,W000000178,S000000001,"appropriate,proper,fitting"
romance,B2,LCMS_0729_0727_wordmeta,Noun,"로맨스, 사랑 이야기",a story about love or a strong feeling of love,romances,Feelings & Emotions,W000000180,S000000001,"love,passion"
fountain,B1,LCMS_0729_0727_wordmeta,Noun,분수,a place where water shoots up high,fountains,Home & Objects,W000000182,S000000001,"water feature,jet"
pile,B1,LCMS_0729_0727_wordmeta,Noun,"더미, 쌓인 것",a group of things put on top of each other,piles,Home & Objects,W000000185,S000000001,"stack,heap,mound"
pile,B1,LCMS_0729_0727_wordmeta,Verb,쌓다,to put things on top of each other,piles,Actions & Verbs,W000000185,S000000002,"stack,heap,mound"
pile,B1,LCMS_0729_0727_wordmeta,Verb,쌓이다,to get bigger by collecting things,piles,Actions & Verbs,W000000185,S000000003,"stack,heap,mound"
part-time,B1,LCMS_0729_0727_wordmeta,Adverb,시간제로,for only part of the day or week,,Work & Jobs,W000000188,S000000001,
part-time,B1,LCMS_0729_0727_wordmeta,Adjective,시간제인,working or studying for only part of the time,,Work & Jobs,W000000188,S000000002,
pill,B1,LCMS_0729_0727_wordmeta,Noun,"알약, 약",a small piece of medicine that you swallow,pills,Health & Body,W000000190,S000000001,"tablet,capsule,medicine"
block,B1,LCMS_0729_0727_wordmeta,Noun,건물 구역,a part of a town with buildings,blocks,Places & Transport,W000000193,S000000001,"cube,piece"
block,B1,LCMS_0729_0727_wordmeta,Noun,단단한 덩어리,a solid piece of something,blocks,Home & Objects,W000000193,S000000002,"cube,piece"
block,B1,LCMS_0729_0727_wordmeta,Noun,"막는 것, 방해물",something that stops the way,blocks,Abstract Concepts,W000000193,S000000003,"cube,piece"
block,B1,LCMS_0729_0727_wordmeta,Verb,"막다, 가로막다",to stop something from moving,blocks,Actions & Verbs,W000000193,S000000004,"cube,piece"
hate,A2,LCMS_0729_0727_wordmeta,Noun,"미움, 증오",a very strong feeling of dislike,"hated,hates,hating",Feelings & Emotions,W000000194,S000000001,"detest,loathe,dislike"
hate,A2,LCMS_0729_0727_wordmeta,Verb,"미워하다, 싫어하다",to dislike someone or something very much,"hated,hates,hating",Feelings & Emotions,W000000194,S000000002,"detest,loathe,dislike"
flow,B1,LCMS_0729_0727_wordmeta,Noun,흐름,the smooth movement of water or air,"flowed,flows,flowing",Abstract Concepts,W000000195,S000000001,"stream,run,gush"
flow,B1,LCMS_0729_0727_wordmeta,Verb,흐르다,to move smoothly,"flowed,flows,flowing",Actions & Verbs,W000000195,S000000002,"stream,run,gush"
chilli,B1,LCMS_0729_0727_wordmeta,Noun,맵고 작은 채소,a small hot vegetable,chillies,Food & Drink,W000000196,S000000001,chili pepper
order,B1,LCMS_0729_0727_wordmeta,Noun,명령,a message that tells someone what to do,orders,Abstract Concepts,W000000197,S000000001,"sequence,arrangement"
order,B1,LCMS_0729_0727_wordmeta,Noun,"순서, 정돈된 상태",the way things are placed or happen,orders,Abstract Concepts,W000000197,S000000002,"sequence,arrangement"
order,B1,LCMS_0729_0727_wordmeta,Noun,주문,a request for food or other things,orders,Shopping & Money,W000000197,S000000003,"sequence,arrangement"
order,B1,LCMS_0729_0727_wordmeta,Verb,명령하다,to tell someone what they must do,orders,Actions & Verbs,W000000197,S000000004,"sequence,arrangement"
order,B1,LCMS_0729_0727_wordmeta,Verb,"정리하다, 순서대로 놓다",to put things in a neat or correct way,orders,Actions & Verbs,W000000197,S000000005,"sequence,arrangement"
order,B1,LCMS_0729_0727_wordmeta,Verb,주문하다,to ask for food or other things,orders,Shopping & Money,W000000197,S000000006,"sequence,arrangement"
propose,B2,LCMS_0729_0727_wordmeta,Verb,제안하다,to suggest a plan or idea,"proposed,proposes,proposing",Actions & Verbs,W000000202,S000000001,"ask to marry,offer marriage"
propose,B2,LCMS_0729_0727_wordmeta,Verb,청혼하다,to ask someone to marry you,"proposed,proposes,proposing",People & Family,W000000202,S000000002,"ask to marry,offer marriage"
reform,C1,LCMS_0729_0727_wordmeta,Noun,더 좋게 바뀐 것,a change that makes something better,"reformed,reforms,reforming",Abstract Concepts,W000000205,S000000001,"improve,amend,change"
reform,C1,LCMS_0729_0727_wordmeta,Verb,더 좋게 고치다,to make something better by changing it,"reformed,reforms,reforming",Actions & Verbs,W000000205,S000000002,"improve,amend,change"
transparency,C1,LCMS_0729_0727_wordmeta,Noun,속이 잘 보이는 성질,the quality of being clear to see through,transparencies,Abstract Concepts,W000000207,S000000001,"clarity,lucidity"
transparency,C1,LCMS_0729_0727_wordmeta,Noun,숨기는 것 없이 모두 보여주는 것,the quality of being open and honest,transparencies,Abstract Concepts,W000000207,S000000002,"clarity,lucidity"
ensue,C1,LCMS_0729_0727_wordmeta,Verb,어떤 일 다음에 일어나다,to happen right after something,"ensued,ensues,ensuing",Actions & Verbs,W000000208,S000000001,"follow,result,happen,occur"
coach,B1,LCMS_0729_0727_wordmeta,Noun,객차,a part of a train where people sit,"coached,coaching,coaches",Places & Transport,W000000210,S000000001,"train,teach,instruct,tutor"
coach,B1,LCMS_0729_0727_wordmeta,Noun,마차,a large carriage pulled by horses,"coached,coaching,coaches",Places & Transport,W000000210,S000000002,"train,teach,instruct,tutor"
coach,B1,LCMS_0729_0727_wordmeta,Noun,버스,a long bus that carries many people,"coached,coaching,coaches",Places & Transport,W000000210,S000000003,"train,teach,instruct,tutor"
coach,B1,LCMS_0729_0727_wordmeta,Noun,"코치, 선생님",a person who teaches people a sport,"coached,coaching,coaches",People & Family,W000000210,S000000004,"train,teach,instruct,tutor"
coach,B1,LCMS_0729_0727_wordmeta,Verb,"가르치다, 훈련시키다",to teach someone how to play a sport,"coached,coaching,coaches",Actions & Verbs,W000000210,S000000005,"train,teach,instruct,tutor"
women,Pre A1,LCMS_0729_0727_wordmeta,Noun,"여자들, 여성들",more than one woman,,People & Family,W000000212,S000000001,"ladies,females"
pink,Pre A1,LCMS_0729_0727_wordmeta,Adjective,분홍색의,having the color of light red,,Colors & Shapes,W000000213,S000000001,
pink,Pre A1,LCMS_0729_0727_wordmeta,Noun,분홍색,the color that is a light red,,Colors & Shapes,W000000213,S000000002,
pink,Pre A1,LCMS_0729_0727_wordmeta,Adverb,밝은 빨간색,a light shade of red,pink,Grammar & Function Words,W000000213,S000000003,
woman,Pre A1,LCMS_0729_0727_wordmeta,Noun,"여자, 여성",a grown-up girl or a lady,women,People & Family,W000000215,S000000001,"lady,female"
save,A2,LCMS_0729_0727_wordmeta,Verb,"구하다, 살리다",to help someone or something stay safe,"saved,saves,saving",Actions & Verbs,W000000218,S000000001,"rescue,protect,deliver"
save,A2,LCMS_0729_0727_wordmeta,Verb,"저금하다, 아끼다",to keep money to use another time,"saved,saves,saving",Actions & Verbs,W000000218,S000000002,"rescue,protect,deliver"
save,A2,LCMS_0729_0727_wordmeta,Verb,저장하다,to put information into a computer,"saved,saves,saving",Actions & Verbs,W000000218,S000000003,"rescue,protect,deliver"
protection,B2,LCMS_0729_0727_wordmeta,Noun,"보호, 방어, 지킴",the act of keeping someone or something safe,,Abstract Concepts,W000000219,S000000001,"safety,defense,security"
toe,A2,LCMS_0729_0727_wordmeta,Noun,발가락,one of the five small parts at the end of your foot,toes,Body & Senses,W000000221,S000000001,digit (of foot
frankly,C1,LCMS_0729_0727_wordmeta,Adverb,솔직하게,in an honest way,,Abstract Concepts,W000000223,S000000001,"honestly,openly,truthfully"
ton,B2,LCMS_0729_0727_wordmeta,Noun,"무게 단위, 톤",a very big unit for measuring weight,tons,Numbers & Time,W000000225,S000000001,
ton,B2,LCMS_0729_0727_wordmeta,Noun,아주 많은 양,a very large amount of something,tons,Numbers & Time,W000000225,S000000002,
put on,A1,LCMS_0729_0727_wordmeta,Verb,"~을 입다, 쓰다",to dress yourself in a piece of clothing,,Actions & Verbs,W000000226,S000000001,
put on,A1,LCMS_0729_0727_wordmeta,Verb,"입다, 신다, 쓰다",to place clothes or shoes on your body,"puts on,put on,putting on",Clothes,W000000226,S000000002,"wear,dress in"
put on,A1,LCMS_0729_0727_wordmeta,Verb,켜다,to make a device start working,"puts on,put on,putting on",Actions & Verbs,W000000226,S000000003,"wear,dress in"
put on,A1,LCMS_0729_0727_wordmeta,Verb,공연하다,to perform a play or show,"puts on,put on,putting on",Actions & Verbs,W000000226,S000000004,"wear,dress in"
top,A1,LCMS_0729_0727_wordmeta,Adjective,"최고의, 가장 좋은",the best or highest in quality,tops,Abstract Concepts,W000000227,S000000001,"peak,summit,apex"
top,A1,LCMS_0729_0727_wordmeta,Noun,가장 높은 부분,the highest part of something,tops,Abstract Concepts,W000000227,S000000002,"peak,summit,apex"
top,A1,LCMS_0729_0727_wordmeta,Noun,"상의, 윗옷",a piece of clothing for the upper body,tops,Clothes,W000000227,S000000003,"peak,summit,apex"
top,A1,LCMS_0729_0727_wordmeta,Noun,팽이 장난감,a toy that spins around,tops,Home & Objects,W000000227,S000000004,"peak,summit,apex"
syndrome,C1,LCMS_0729_0727_wordmeta,Noun,여러 증상이 함께 나타나는 병,an illness with many signs that happen together,syndromes,Health & Body,W000000229,S000000001,"disorder,condition"
too,Pre A1,LCMS_0729_0727_wordmeta,Adverb,"너무, 지나치게",more than is needed or good,,Grammar & Function Words,W000000230,S000000001,"also,as well"
too,Pre A1,LCMS_0729_0727_wordmeta,Adverb,"또한, 역시",as well as something else,,Grammar & Function Words,W000000230,S000000002,"also,as well"
surname,A2,LCMS_0729_0727_wordmeta,Noun,"가족 이름, 성씨","your family's name, shared by parents and children",surnames,People & Family,W000000232,S000000001,"last name,family name"
have,Pre A1,LCMS_0729_0727_wordmeta,Verb,"~했었다, ~해왔다",used with another verb to talk about the past,"had,has,having",Grammar & Function Words,W000000235,S000000001,"own,possess,hold"
have,Pre A1,LCMS_0729_0727_wordmeta,Verb,"가지다, 가지고 있다",to own or keep something,"had,has,having",Actions & Verbs,W000000235,S000000002,"own,possess,hold"
have,Pre A1,LCMS_0729_0727_wordmeta,Verb,"경험하다, 겪다",to experience or feel something,"had,has,having",Actions & Verbs,W000000235,S000000003,"own,possess,hold"
have,Pre A1,LCMS_0729_0727_wordmeta,Verb,"먹다, 마시다",to eat or drink something,"had,has,having",Food & Drink,W000000235,S000000004,"own,possess,hold"
have,Pre A1,LCMS_0729_0727_wordmeta,Verb,아이를 낳다,to give birth to a baby,"had,has,having",People & Family,W000000235,S000000005,"own,possess,hold"
shorts,Pre A1,LCMS_0729_0727_wordmeta,Noun,반바지,pants that are short and cover your top legs,,Clothes,W000000236,S000000001,"trunks,breeches"
toy,Pre A1,LCMS_0729_0727_wordmeta,Noun,장난감,an object for children to play with,toys,Home & Objects,W000000240,S000000001,"plaything,game"
toy,Pre A1,LCMS_0729_0727_wordmeta,Verb,"가지고 놀다, 만지작거리다",to play with something in a light way,toys,Actions & Verbs,W000000240,S000000002,"plaything,game"
gaming,B2,LCMS_0729_0727_wordmeta,Noun,게임하기,the activity of playing games,,Technology & Media,W000000245,S000000001,"playing games,video gaming"
famous,A1,LCMS_0729_0727_wordmeta,Adjective,유명한,known by many people,"more famous,most famous",Abstract Concepts,W000000247,S000000001,"well-known,celebrated,popular,renowned"
question,Pre A1,LCMS_0729_0727_wordmeta,Noun,문제,something you need to solve or answer,"questioned,questions,questioning",School & Learning,W000000248,S000000001,"ask,inquire,query"
question,Pre A1,LCMS_0729_0727_wordmeta,Noun,질문,words you say to ask for information,"questioned,questions,questioning",School & Learning,W000000248,S000000002,"ask,inquire,query"
question,Pre A1,LCMS_0729_0727_wordmeta,Verb,묻다,to ask someone something,"questioned,questions,questioning",Actions & Verbs,W000000248,S000000003,"ask,inquire,query"
intellectual,C1,LCMS_0729_0727_wordmeta,Adjective,"지적인, 똑똑한",about your mind and thinking,"more intellectual,most intellectual",Abstract Concepts,W000000254,S000000001,"mental,academic,scholarly,intelligent,clever"
intellectual,C1,LCMS_0729_0727_wordmeta,Noun,"똑똑한 사람, 학자",a smart person who likes to learn,"more intellectual,most intellectual",People & Family,W000000254,S000000002,"mental,academic,scholarly,intelligent,clever"
picture,Pre A1,LCMS_0729_0727_wordmeta,Noun,그림이나 사진,a drawing or a photo of something,pictures,Home & Objects,W000000256,S000000001,"photo,image,drawing"
picture,Pre A1,LCMS_0729_0727_wordmeta,Verb,그리다,to draw or paint a picture,pictures,Actions & Verbs,W000000256,S000000002,"photo,image,drawing"
picture,Pre A1,LCMS_0729_0727_wordmeta,Verb,상상하다,to imagine something in your mind,pictures,Abstract Concepts,W000000256,S000000003,"photo,image,drawing"
regard,B2,LCMS_0729_0727_wordmeta,Noun,안부 인사,kind words to show you remember someone,"regarded,regards,regarding",Society & Community,W000000257,S000000001,"consider,deem,view"
regard,B2,LCMS_0729_0727_wordmeta,Noun,"존경, 관심",respect or care for someone,"regarded,regards,regarding",Feelings & Emotions,W000000257,S000000002,"consider,deem,view"
regard,B2,LCMS_0729_0727_wordmeta,Verb,~라고 생각하다,to think of someone or something in a certain way,"regarded,regards,regarding",Actions & Verbs,W000000257,S000000003,"consider,deem,view"
cod,B1,LCMS_0729_0727_wordmeta,Noun,대구라는 생선,a big fish that people catch to eat,cod,Animals,W000000258,S000000001,
stressful,B1,LCMS_0729_0727_wordmeta,Adjective,"스트레스 주는, 힘든",making you feel worried or upset,"more stressful,most stressful",Feelings & Emotions,W000000259,S000000001,"demanding,tense,trying"
rose,B2,LCMS_0729_0727_wordmeta,Noun,장미꽃,a beautiful flower with thorns,roses,Nature & Weather,W000000260,S000000001,
rose,B2,LCMS_0729_0727_wordmeta,Verb,올라갔다,went up to a higher place,roses,Actions & Verbs,W000000260,S000000002,
rose,B2,LCMS_0729_0727_wordmeta,Verb,일어났다,got up from a seat or bed,roses,Actions & Verbs,W000000260,S000000003,
rose,B2,LCMS_0729_0727_wordmeta,Adjective,먼지가 많은 자줏빛 핑크색을 띠고 있는 것,of something having a dusty purplish pink color,"roses,rose",Abstract Concepts,W000000260,S000000004,"roseate,rosaceous"
thousand,A2,LCMS_0729_0727_wordmeta,Numeral,천 (숫자),"the number 1,000",thousands,Numbers & Time,W000000262,S000000001,
